title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr,director_tr,production_company_tr,English,title_length,rel_year,rel_month
Still Alice,Drama,False,5.0,43.884652,4.0,7.5,8.823253,99.0,18,16,7434.032265,0.0,6.944847000000003,True,10,2014,December
The Hobbit: The Battle of the Five Armies,Action,True,250.0,956.019788,5.0,7.1,31.718977,144.0,42,127,11198.813854,5572.224871,5783.044482,True,34,2014,December
American Sniper,War,False,58.8,542.3074230000002,6.0,7.4,19.228561,133.0,81,74,2411.626745,2319.897706,11004.324097,True,14,2014,December
Seventh Son,Adventure,False,95.0,114.17861299999998,6.0,5.2,15.297821,102.0,35,55,4553.441857,26.527510000000007,5260.664334,True,10,2014,December
Taken 3,Thriller,True,48.0,325.771424,9.0,6.1,18.081483,109.0,56,100,5715.833529,546.0867089999999,24467.604331,True,6,2014,December
Night at the Museum: Secret of the Tomb,Adventure,True,127.0,349.424282,5.0,6.1,19.539436,97.0,26,108,5987.708493,1869.162781,24793.375755,True,32,2014,December
PK,Comedy,False,13.0,120.0,2.0,7.7,12.58752,153.0,15,8,334.336031,70.0,0.0,False,2,2014,December
Annie,Comedy,False,65.0,133.82181599999998,5.0,6.0,13.275529,119.0,40,60,3628.358878,244.035172,27673.440863,True,5,2014,December
Big Eyes,Drama,False,10.0,28.883511,4.0,6.8,7.412826,105.0,38,14,3467.664387,3707.546894,2102.260334,True,7,2014,December
Inherent Vice,Comedy,False,20.0,11.110975,3.0,6.5,13.52638,148.0,101,24,6858.836072,214.242727,28.25806,True,12,2014,December
The Gambler,Thriller,False,25.0,39.17113,4.0,5.7,8.728556,111.0,22,21,7160.533902,482.860185,41804.082389,True,10,2014,December
Selma,Other,False,20.0,66.787908,5.0,7.4,7.107071,127.0,38,18,721.139515,0.0,755.980981,True,5,2014,December
Into the Woods,Fantasy,False,50.0,212.902372,3.0,5.6,9.580785,125.0,19,76,4460.17907,1568.559011,28971.194129,True,12,2014,December
Unbroken,Drama,False,65.0,163.442937,3.0,7.3,10.543955,137.0,79,92,597.0330519999999,0.3038769999999999,5374.842947,True,8,2014,December
The Water Diviner,War,False,22.5,15.520023000000002,2.0,6.8,9.615664,112.0,24,111,4042.310472,0.0,0.0,True,15,2014,December
The Interview,Action,False,44.0,12.342632,2.0,6.1,14.526049,112.0,38,24,5251.045822,126.041322,27807.262679,True,12,2014,December
The Woman in Black 2: Angel of Death,Thriller,True,1.0,26.501323,6.0,5.0,6.942139,90.0,20,66,22.613774,0.0,405.842189,True,29,2014,December
A Most Violent Year,Crime,False,20.0,12.00707,7.0,6.5,17.187707999999994,125.0,22,78,2146.73791,25.612759,148.64919000000003,True,16,2014,December
Blackhat,Crime,False,70.0,17.75294,3.0,5.1,14.932368,133.0,19,54,1778.2549949999998,1023.192517,36178.088424,True,8,2015,January
Tracers,Action,False,11.0,0.593683,6.0,5.9,9.056173,94.0,21,21,3101.003786,0.0,0.0,True,7,2015,January
The Wedding Ringer,Comedy,False,23.0,79.79988,3.0,6.5,12.21459,101.0,23,4,442.770369,0.0,5399.761762000001,True,16,2015,January
Mortdecai,Comedy,False,60.0,30.41856,4.0,5.4,10.241861,106.0,14,61,15583.273162,145.12985700000002,3458.151408,True,9,2015,January
Ex Machina,Drama,False,15.0,36.869414,4.0,7.6,14.14078,108.0,11,60,358.71971799999994,0.0,233.415822,True,9,2015,January
Aferim!,Drama,False,1.379375,0.105097,3.0,7.5,2.214179,108.0,12,12,0.0,0.0,0.0,False,7,2015,January
The Boy Next Door,Thriller,False,4.0,52.425855,4.0,4.1,10.200398,91.0,19,37,1532.82971,1366.147888,36195.841364,True,14,2015,January
Italiano medio,Comedy,False,1.81672,4.5418,,6.0,3.782108,90.0,8,12,0.0,0.0,,False,13,2015,January
The Lazarus Effect,Thriller,False,3.3,64.11072800000001,3.0,5.1,5.840554,83.0,9,45,823.4819080000001,2.5505079999999936,3488.569968,True,16,2015,January
Project Almanac,Science Fiction,False,12.0,32.248241,4.0,6.4,9.363482,106.0,16,28,0.0,0.0,41843.253519,True,14,2015,January
Kingsman: The Secret Service,Crime,True,81.0,414.351546,4.0,7.6,28.224212,130.0,54,26,5303.151571,597.223267,25142.800037,True,25,2015,January
Jupiter Ascending,Science Fiction,False,176.000003,183.987723,4.0,5.2,21.463465,124.0,66,103,4427.43657,1257.533678,11546.63152,True,16,2015,February
It Follows,Horror,False,2.0,14.674076,3.0,6.6,20.359336,100.0,29,29,8.858401,0.0,0.0,True,9,2015,February
The SpongeBob Movie: Sponge Out of Water,Animation,True,74.0,311.594032,6.0,5.7,12.334689,93.0,61,98,280.323584,0.0,41875.50176,True,34,2015,February
Yennai Arindhaal,Romance,False,7.9,16.0,1.0,6.6,0.8643299999999999,176.0,15,22,151.70000299999998,26.0,0.0,False,15,2015,February
Fifty Shades of Grey,Drama,True,40.0,571.006128,3.0,5.2,33.068431,125.0,17,36,21.571189000000004,0.0,397.157058,True,17,2015,February
Demonic,Thriller,False,3.0,3.387,4.0,5.0,9.234943,83.0,14,47,823.693747,0.0,483.929032,True,7,2015,February
The Gunman,Action,False,40.0,13.644292000000002,11.0,5.5,11.429831,115.0,28,99,2842.072617,289.24129300000004,499.02125899999993,True,9,2015,February
Wolf Totem,Adventure,False,38.0,123.205624,2.0,6.4,6.5426470000000005,116.0,5,8,72.28778299999999,566.753582,0.0,False,9,2015,February
Dragon Blade,Action,False,65.0,121.545703,9.0,5.9,5.462048,127.0,37,10,5084.766033,0.0,0.0,False,11,2015,February
The DUFF,Romance,False,8.5,43.528634,3.0,6.8,8.592449,100.0,16,49,253.50955,0.0,52.63515,True,7,2015,February
The Battalion,War,False,10.0,7.547762,2.0,5.9,1.5576709999999998,120.0,11,24,0.0,0.0,109.057214,False,12,2015,February
Badlapur,Crime,False,3.7,11.48,2.0,6.8,1.493061,128.0,11,21,82.135151,0.0,0.0,False,8,2015,February
Hot Tub Time Machine 2,Comedy,True,14.0,12.314651,3.0,5.0,6.575392999999999,93.0,24,72,283.99535,152.079955,42187.095792,True,18,2015,February
Focus,Romance,False,50.1,153.962963,3.0,6.7,10.035362,105.0,37,48,6856.903096,153.50323199999997,0.0,True,5,2015,February
The Second Best Exotic Marigold Hotel,Drama,True,10.0,85.978266,3.0,6.3,5.204473999999999,122.0,14,4,4009.26734,544.399537,2806.597583,True,32,2015,February
Chappie,Crime,False,49.0,104.399548,8.0,6.6,30.206365,120.0,45,50,1719.3889059999997,496.9603110000001,27819.605311,True,7,2015,March
Unfinished Business,Comedy,False,35.0,14.431253,4.0,5.0,10.24952,91.0,16,5,3338.359308,51.164106,1005.953509,True,18,2015,March
Run All Night,Action,False,50.0,71.561644,3.0,6.3,16.838145,114.0,18,60,6464.261001,463.958369,432.343512,True,11,2015,March
Cinderella,Romance,False,95.0,543.514353,4.0,6.7,19.801128,105.0,78,80,3145.762047,650.5410280000001,29229.80656,True,10,2015,March
Child 44,Crime,False,50.0,3.32433,3.0,6.1,17.608346,137.0,24,64,5237.043226,208.076205,5855.730283999999,True,7,2015,March
Home,Fantasy,False,135.0,368.871007,2.0,6.8,13.422713,94.0,11,35,1798.568432,26.28832,25557.151583,True,4,2015,March
Insurgent,Adventure,True,110.0,295.238201,4.0,6.2,27.887186,119.0,24,71,4251.297893,457.930553,5859.054614,True,9,2015,March
Danny Collins,Comedy,False,10.0,10.835752,2.0,6.6,16.903373000000002,107.0,9,3,3917.627327,0.0,0.0,True,12,2015,March
Get Hard,Comedy,False,40.0,111.811453,2.0,5.9,8.178015,100.0,31,28,2743.843301,0.0,12.756659999999997,True,7,2015,March
Dark Places,Drama,False,20.0,0.208588,8.0,5.7,9.188583,113.0,27,42,2968.652599,17.511906,0.0,True,10,2015,March
Furious 7,Action,True,190.0,1506.24936,10.0,7.3,27.275687,137.0,52,98,8900.988769,558.1128260000003,36248.267219,True,8,2015,April
Wolf Warrior,Adventure,True,12.0,80.0,3.0,5.8,2.1627810000000003,90.0,8,8,0.0,0.0,0.0,False,11,2015,April
While We're Young,Comedy,False,10.0,7.587485000000001,2.0,5.8,9.42755,97.0,20,14,7871.922565000001,22.040414,526.723836,True,15,2015,April
Lost River,Fantasy,False,2.0,0.045431,3.0,5.8,6.640704,95.0,38,37,1378.35365,0.0,197.7627,True,9,2015,April
The Longest Ride,Drama,False,34.0,63.013281000000006,2.0,7.3,10.264416,128.0,19,28,87.098679,114.948182,1470.545953,True,14,2015,April
Woman in Gold,Drama,False,11.0,61.619773,2.0,7.3,11.61,120.0,33,31,2868.437785,35.057696,716.5243849999999,True,11,2015,April
The Age of Adaline,Fantasy,False,25.0,65.663276,3.0,7.4,10.542026,112.0,35,22,7158.652152,3.094813000000002,1497.295237,True,15,2015,April
Paul Blart: Mall Cop 2,Action,True,38.0,107.597242,6.0,5.0,17.02038,94.0,51,25,1367.294638,439.85117,27924.004859,True,18,2015,April
O Kadhal Kanmani,Drama,False,0.94,5.1,2.0,5.8,0.739665,138.0,9,13,51.867333,54.2,41.2,False,14,2015,April
Unfriended,Horror,False,1.0,62.88209000000001,2.0,5.5,10.07817,82.0,11,41,0.0,0.0,153.09766000000002,True,10,2015,April
Dragon Ball Z: Resurrection 'F',Action,True,5.0,61.76819,2.0,6.8,11.350372,93.0,11,3,50.353002,0.0,0.0,False,27,2015,April
Avengers: Age of Ultron,Action,True,280.0,1405.403694,3.0,7.3,37.37942,141.0,72,74,9952.581984,1558.427377,4441.466546,True,20,2015,April
Little Boy,Comedy,False,20.0,6.485961,2.0,7.0,11.946728,106.0,81,40,366.385267,0.0,0.0,True,9,2015,April
The Dawns Here Are Quiet,Drama,False,3.3,5.249225,3.0,6.5,4.445867,120.0,34,5,22.302208000000004,0.0,0.0,False,20,2015,April
Gabbar Is Back,Drama,False,11.0,41.0,1.0,7.0,1.812728,128.0,10,6,277.506088,0.0,0.0,False,12,2015,May
Spy,Action,False,65.0,235.666219,3.0,6.9,13.257467000000002,120.0,51,75,4094.324366,447.057703,25926.02259,True,3,2015,May
Pitch Perfect 2,Comedy,True,29.0,287.506194,3.0,6.8,15.862632,115.0,122,32,878.6474249999999,0.0,37754.516579,True,13,2015,May
Piku,Drama,False,5.5,22.159216,3.0,6.8,2.942711,123.0,4,7,905.87851,6.5,0.0,False,4,2015,May
The D Train,Drama,False,0.447524,0.771317,4.0,4.5,3.993759,101.0,14,21,3898.96783,0.0,9.056106000000002,True,9,2015,May
Maggie,Horror,False,4.0,0.187112,7.0,5.2,12.020933,95.0,26,72,4835.6498,0.0,3552.680696,True,6,2015,May
Hot Pursuit,Action,False,35.0,51.680201,4.0,5.4,6.90658,87.0,114,18,1838.863717,633.692923,13891.984965,True,10,2015,May
Standing Tall,Drama,False,5.0,0.026144,2.0,7.3,4.2066550000000005,119.0,9,8,82.032379,0.0,0.0,False,12,2015,May
Mad Max: Fury Road,Action,True,150.0,378.85834,3.0,7.3,29.36178,120.0,60,76,2644.67026,835.757883,11730.619243,True,15,2015,May
Bombay Velvet,Crime,False,18.0,1.5,2.0,5.4,1.377993,151.0,10,31,249.464874,4.1,0.0,False,12,2015,May
Louder Than Bombs,Drama,False,11.0,0.161789,3.0,6.7,12.293202,109.0,15,17,1995.530114,0.0,1.359497,True,15,2015,May
Tomorrowland,Adventure,False,190.0,209.154322,3.0,6.2,22.296076,130.0,52,93,4149.548723,1349.314777,29773.320913,True,12,2015,May
Youth,Comedy,False,13.36,2.0,4.0,6.7,8.717661,118.0,34,7,7748.80942,31.42243,199.72865,False,5,2015,May
Poltergeist,Horror,False,35.0,95.437994,4.0,5.0,15.968492,93.0,13,63,584.237993,158.044054,374.723545,True,11,2015,May
3 Braves,Family,False,0.143149,0.645135,3.0,7.5,0.091951,94.0,16,9,0.0,0.0,0.0,False,7,2015,May
Sunshine Superman,Documentary,False,0.4,0.088097,,7.2,0.984906,100.0,0,2,,0.0,,True,16,2015,May
Embrace of the Serpent,Adventure,False,1.4,1.320005,7.0,7.8,5.061041,125.0,7,31,0.0,0.0,0.0,False,19,2015,May
San Andreas,Action,False,110.0,470.490832,4.0,6.0,20.547925,114.0,45,82,6234.611804,468.176524,13943.665166,True,10,2015,May
Aloha,Drama,False,37.0,26.250020000000006,2.0,5.2,8.451297,105.0,17,81,6984.011435000001,734.9509390000001,534.3113209999999,True,5,2015,May
Premam,Comedy,False,6.2,11.0,1.0,6.4,0.81609,165.0,19,8,2.8000000000000007,0.0,0.0,False,6,2015,May
Manglehorn,Drama,False,4.0,0.143101,1.0,5.2,4.69699,97.0,12,29,3007.503578,165.61213700000002,112.455478,True,10,2015,June
Entourage,Comedy,False,30.0,49.263404,2.0,6.2,14.013413,104.0,47,25,389.050783,0.0,11940.880996000002,True,9,2015,June
Insidious: Chapter 3,Drama,True,10.0,104.303851,1.0,6.3,10.098792,97.0,28,54,461.02366400000005,0.0,152.036002,True,18,2015,June
Grandma,Comedy,False,0.6,7.087452000000001,2.0,6.1,4.565414,78.0,27,19,376.990833,364.6744350000001,0.540152,True,7,2015,June
Dil Dhadakne Do,Drama,False,13.0,22.0,3.0,6.7,2.337434,170.0,9,8,550.442828,0.0,4.099,False,13,2015,June
Jurassic World,Action,True,150.0,1513.52881,5.0,6.5,32.790475,124.0,28,435,2402.61189,4.007792000000109,1751.8583699999997,True,13,2015,June
Inside Out,Drama,False,175.0,857.611174,2.0,7.9,23.985587,94.0,65,50,205.2637830000001,1297.9153380000002,29982.475235,True,9,2015,June
Son of Saul,War,False,1.0,1.777043,2.0,7.1,6.403937,107.0,11,25,0.0,0.0,0.0,False,9,2015,June
Southpaw,Action,False,30.0,91.709827,2.0,7.3,12.370126,123.0,25,39,4802.43397,891.87115,203.546517,True,8,2015,June
Minions,Family,True,74.0,1156.730962,2.0,6.4,547.4882980000001,91.0,17,12,4984.857618,348.84031600000003,38042.022773,True,7,2015,June
Mustang,Drama,False,1.3,0.25,14.0,8.0,6.49255,97.0,14,21,0.0,0.0,0.0,False,7,2015,June
Paper Towns,Drama,False,12.0,85.5123,1.0,6.1,9.662731,109.0,25,13,307.171465,3.3250380000000064,1533.559234,True,10,2015,June
Dope,Crime,False,0.7,17.986781,3.0,7.2,7.948581,103.0,20,3,174.600318,73.83138,17.38583,True,4,2015,June
Terminator Genisys,Science Fiction,True,155.0,440.603537,3.0,5.8,30.188198,126.0,32,144,4703.6681180000005,644.5714019999998,42199.410443,True,17,2015,June
Ted 2,Comedy,True,68.0,217.022588,5.0,6.2,42.061481,115.0,105,76,6098.731186,549.368315,39198.753735,True,4,2015,June
Max,Adventure,True,20.0,43.967255,4.0,6.8,7.987747,111.0,34,15,559.361635,215.230483,244.08237600000004,True,3,2015,June
Knock Knock,Drama,False,2.5,6.341684,6.0,4.9,11.898793,99.0,9,34,3674.241081,153.585294,0.0,True,10,2015,June
Indru Netru Naalai,Science Fiction,False,0.62,1.4,2.0,7.4,0.326862,146.0,16,6,0.0,0.0,12.0,False,16,2015,June
Strangerland,Drama,False,10.0,0.017472,1.0,5.1,5.975657,111.0,10,13,3181.494439,0.0,112.598579,True,12,2015,July
Magic Mike XXL,Comedy,True,14.8,122.513057,2.0,6.2,8.76993,115.0,54,21,1881.010288,0.0,11990.1444,True,12,2015,July
Love,Drama,False,3.0,0.249083,5.0,5.2,2.328321,134.0,9,5,0.0,0.7550410000000001,210.756222,True,4,2015,July
Monkey King: Hero Is Back,Fantasy,False,10.0,150.0,2.0,7.5,3.759301,89.0,9,2,0.0,0.0,0.0,False,21,2015,July
Self/less,Science Fiction,False,26.0,30.523226,2.0,6.3,25.301568,116.0,43,49,3848.006764,517.747847,123.540602,True,9,2015,July
The Gallows,Horror,False,0.1,42.66441,4.0,4.9,7.51505,87.0,11,8,0.0,0.0,14414.155998,True,10,2015,July
Baahubali: The Beginning,Action,True,40.0,100.0,1.0,7.5,11.80967,159.0,16,28,41.099559,19.450000000000003,0.0,False,22,2015,July
Ricki and the Flash,Comedy,False,18.0,41.325328000000006,3.0,5.6,16.778945999999998,100.0,76,4,3940.176638,610.464256,0.0,True,16,2015,July
Tangerine,Comedy,False,0.1,0.702354,2.0,6.9,4.832631,87.0,15,22,0.0,0.0203999999999999,10.520522,True,9,2015,July
Ant-Man,Science Fiction,True,130.0,519.311965,1.0,7.0,26.882388,117.0,65,165,3748.737908,541.7388,5846.870239999999,True,7,2015,July
Equals,Drama,False,16.0,2.084628,5.0,5.9,19.803969,101.0,13,37,6168.883773,3.5573529999999995,461.22737500000005,True,6,2015,July
Monster Hunt,Action,False,40.0,385.284817,1.0,5.7,5.361771,111.0,17,3,0.1541199999999776,0.0,123.205624,False,11,2015,July
Horoscope for Good Luck,Comedy,False,2.8,0.964206,1.0,5.0,0.502326,95.0,9,2,4.8036650000000005,0.0,59.845688,False,20,2015,July
Pixels,Action,False,88.0,243.63709100000003,2.0,5.6,21.14796,105.0,72,40,4681.258083,3623.199778,28031.602101,True,6,2015,July
Bajrangi Bhaijaan,Adventure,False,14.0,98.0,4.0,7.7,6.31224,163.0,8,10,195.750152,0.0,48.420000000000016,False,16,2015,July
Trainwreck,Comedy,False,35.0,140.795793,4.0,5.9,17.310647,125.0,34,22,778.2759269999999,478.043523,39415.776323000006,True,10,2015,July
Irrational Man,Mystery,False,11.0,27.391084000000006,3.0,6.3,6.862812,95.0,39,18,4458.049876,922.816257,256.33985299999995,True,13,2015,July
Mission: Impossible - Rogue Nation,Action,True,150.0,682.3301389999998,7.0,7.1,17.836882,131.0,75,112,9532.632967,237.465996,42640.01398,True,30,2015,July
The Vatican Tapes,Thriller,False,13.0,1.784763,4.0,4.6,5.149301,91.0,9,20,824.8086629999999,0.0,1562.9585129999998,True,15,2015,July
Vacation,Comedy,True,31.0,104.384188,3.0,6.1,11.33038,99.0,45,39,1469.1339870000002,0.0,14456.820408,True,8,2015,July
The Little Prince,Adventure,False,64.0,97.57125,6.0,7.6,11.376954,92.0,20,7,5460.1649290000005,631.74456,25.668488,True,15,2015,July
The Gift,Thriller,False,5.0,58.978653,5.0,6.7,8.585856,108.0,19,44,2182.108705,0.0,279.718172,True,7,2015,July
Momentum,Action,False,20.0,0.133332,3.0,5.9,7.895442,96.0,39,36,4691.527518,0.0,6.341684,True,8,2015,August
Goosebumps,Adventure,False,58.0,158.16278799999995,7.0,6.2,12.365292,103.0,54,26,2737.984252,237.382724,28275.239192,True,10,2015,August
Fantastic Four,Action,False,120.0,167.977596,7.0,4.4,17.246484,100.0,28,119,367.664958,145.0,26161.688809,True,13,2015,August
The 33,Drama,False,25.0,24.902723,4.0,6.0,8.383246,120.0,26,26,2098.484881,23.311391,1150.850553,True,5,2015,August
The Diary of a Teenage Girl,Drama,False,2.0,1.477002,3.0,6.8,14.986654,98.0,22,27,2414.575139,0.0,0.0,True,22,2015,August
Straight Outta Compton,Drama,False,28.0,201.634991,6.0,7.7,21.183077,147.0,60,30,0.0,556.692424,14561.204596,True,20,2015,August
The Man from U.N.C.L.E.,Comedy,False,75.0,108.145109,4.0,7.1,14.656875,116.0,27,105,1019.30389,972.43678,100.910058,True,20,2015,August
Macbeth,Other,False,15.0,12.601706,6.0,6.4,12.493466,113.0,31,70,2206.086004,0.0084520000000001,65.337998,True,7,2015,August
American Ultra,Comedy,False,28.0,27.139524,7.0,6.0,9.534828,96.0,58,72,5729.188485999999,100.0,3552.867808,True,13,2015,August
Sinister 2,Horror,True,10.0,52.882018,7.0,5.5,17.602928,97.0,22,71,130.577558,0.0,235.859843,True,9,2015,August
Loham,Action,False,1.050255,2.250547,2.0,4.4,0.633653,129.0,32,7,69.13,0.0,12.0,False,5,2015,August
Hitman: Agent 47,Action,True,35.0,81.96745,11.0,5.5,10.721799,96.0,50,59,864.205266,0.0,1556.232558,True,14,2015,August
We Are Your Friends,Drama,False,6.0,11.12209,1.0,6.3,9.023686,96.0,29,7,1208.5930850000002,0.0,214.102722,True,16,2015,August
No Escape,Action,False,5.0,54.418872,3.0,6.7,14.13262,103.0,23,45,6999.70673,114.53859400000002,197.808131,True,8,2015,August
The Assassin,Action,False,15.0,0.632542,6.0,6.6,6.294815,105.0,16,24,171.791939,0.0,19.508584,False,11,2015,August
Capture the Flag,Comedy,False,14.0,8.30669,2.0,5.7,6.3456790000000005,94.0,4,4,0.0,23.0,0.0,False,14,2015,August
The Wave,Action,False,5.904067,12.975143,2.0,6.5,6.9823020000000025,104.0,12,49,16.8,0.0,3.721345,False,7,2015,August
War Room,Drama,False,3.0,67.79011700000001,3.0,6.9,5.384163,120.0,12,6,0.0,78.156869,0.0,True,7,2015,August
A Walk in the Woods,Adventure,False,8.0,35.991087,2.0,5.7,12.019571,104.0,29,43,4196.149221,312.222752,292.996811,True,15,2015,September
The Transporter Refueled,Thriller,True,25.0,72.62966999999998,1.0,5.3,11.007319,96.0,27,42,11.277567000000005,68.896829,10.866034999999997,True,22,2015,September
Black Mass,Crime,False,53.0,98.837872,7.0,6.3,10.61072,122.0,65,79,8723.347215,54.862438,0.0,True,9,2015,September
Legend,Crime,False,25.0,42.972994,3.0,6.7,11.187833,131.0,40,49,986.57746,385.694613,225.224812,True,6,2015,September
Maze Runner: The Scorch Trials,Action,True,61.0,311.256926,3.0,6.5,41.225769,132.0,37,99,696.7406369999999,348.31986099999995,0.3251960000000053,True,26,2015,September
Queen of Spades: The Dark Rite,Thriller,False,1.0,2.2281150000000003,1.0,5.3,1.896218,93.0,7,2,0.0,0.320395,0.0,False,25,2015,September
Everest,Adventure,False,55.0,203.427584,6.0,6.7,10.758754,121.0,36,113,4836.506236,195.09550000000004,39556.572116,True,7,2015,September
The Visit,Horror,False,5.0,98.450062,2.0,6.0,15.021057999999998,94.0,22,26,286.708903,2353.904868,338.696825,True,8,2015,September
90 Minutes in Heaven,Drama,False,5.0,4.842699,2.0,5.4,4.222496,121.0,16,3,2376.558719,11.208229,48.126384,True,17,2015,September
Eye in the Sky,Drama,False,13.0,18.704595,3.0,7.2,10.564701,102.0,33,48,1412.218815,533.228696,0.0,True,11,2015,September
The Perfect Guy,Drama,False,12.0,60.273173,1.0,5.6,7.607052,100.0,36,21,880.5533350000001,0.0186419999999998,588.336887,True,13,2015,September
Our Brand Is Crisis,Comedy,False,28.0,7.002261,2.0,5.8,12.158176,108.0,14,16,5920.151469,165.755238,160.65626,True,16,2015,September
Beasts of No Nation,Drama,False,6.0,9.0777,3.0,7.6,11.732546,137.0,19,23,656.973963,39.812383,167.65852100000004,True,16,2015,September
Hardcore Henry,Action,False,10.0,14.33379,3.0,6.2,14.544852,97.0,13,62,1378.3197569999998,0.0,215.97975,True,13,2015,September
Truth,Drama,False,9.6,2.541554,3.0,6.5,6.1337449999999984,121.0,42,4,5311.969111,0.0,0.0,True,5,2015,September
Pawn Sacrifice,Thriller,False,19.0,5.578519,2.0,6.7,7.399209,115.0,67,8,3931.154956,1225.3154120000002,0.0,True,13,2015,September
Orleans,Drama,False,2.5,0.302,1.0,6.0,0.192475,106.0,4,2,4.037782,0.0,60.809894,False,7,2015,September
Sicario,Action,False,30.0,84.025816,3.0,7.2,19.511221,121.0,41,63,3909.664541,132.627251,3580.007332,True,7,2015,September
Captive,Crime,False,2.0,2.801508,5.0,5.6,5.396271,97.0,23,48,336.047861,30.0,0.0,True,7,2015,September
Stonewall,Drama,False,13.5,0.187674,2.0,5.2,3.531089,129.0,17,4,355.868852,3408.532987,677.8616039999999,True,9,2015,September
Hotel Transylvania 2,Animation,True,80.0,473.226958,2.0,6.7,11.760218,89.0,22,9,4213.458288,358.375603,28433.40198,True,18,2015,September
Pan,Adventure,False,150.0,128.38832,4.0,5.9,11.30428,111.0,19,22,4972.567323,414.845394,12112.657457,True,3,2015,September
The Intern,Comedy,False,35.0,194.564672,2.0,7.1,15.651704999999998,121.0,25,23,9719.91428,1054.1128,0.0,True,9,2015,September
The Martian,Drama,False,108.0,630.1618900000002,6.0,7.6,25.62993,141.0,51,105,8036.06256,3054.987107,26329.666405,True,10,2015,September
The Walk,Adventure,False,35.0,61.18194200000001,3.0,6.9,9.425787,123.0,65,47,2888.686651,3957.531577,5258.699873,True,7,2015,September
The Dressmaker,Drama,False,11.93,18.34,5.0,6.9,7.956860000000002,118.0,16,39,5796.200586,24.098798,3.0,True,13,2015,October
Freeheld,Romance,False,7.0,0.573335,3.0,7.1,4.955317,103.0,29,4,6794.995440999999,35.790053,410.364332,True,8,2015,October
Burnt,Drama,False,20.0,36.606743,3.0,6.3,8.066726,100.0,27,24,3872.944736000001,79.07151400000001,410.937667,True,5,2015,October
Look Who's Back,Comedy,False,3.196621,25.513752,1.0,6.8,6.704659,116.0,13,2,0.0,0.0,251.543794,False,13,2015,October
The Lobster,Thriller,False,4.0,15.656193,17.0,6.7,11.223033,118.0,22,46,4308.293927,0.1101969999999994,28.838581999999995,True,10,2015,October
Steve Jobs,Drama,False,30.0,34.441873,6.0,6.8,16.224866,122.0,19,64,7044.089083999999,719.734833,39759.9997,True,9,2015,October
Crimson Peak,Mystery,False,55.0,74.679822,1.0,6.4,13.492684,119.0,16,73,4038.726959,937.517724,5538.285884,True,11,2015,October
Secret in Their Eyes,Crime,False,19.5,34.85499,8.0,6.2,6.79115,111.0,11,9,7724.97665,36.176016,1638.200008,True,17,2015,October
Bridge of Spies,Thriller,False,40.0,165.478348,8.0,7.2,13.707888,141.0,66,92,8303.526910999999,8907.797485,10962.9108,True,13,2015,October
Woodlawn,Drama,False,12.0,14.394097,1.0,6.8,3.216606,123.0,46,4,2217.320675,5.355846999999999,283.730937,True,8,2015,October
Suffragette,Drama,False,14.0,16.00242,3.0,7.1,8.093442,106.0,22,57,5369.386093000001,0.0,0.0,True,11,2015,October
Room,Drama,False,6.0,35.401758,8.0,8.1,12.443291,117.0,24,24,786.2331220000001,0.6451860000000025,12.824512999999996,True,4,2015,October
Brooklyn,Drama,False,11.0,62.076141,4.0,7.2,7.991613,111.0,46,72,442.747476,11.807097000000006,0.0,True,8,2015,October
Paranormal Activity: The Ghost Dimension,Horror,True,10.0,78.096553,2.0,5.0,9.185701,88.0,13,53,0.0,0.0,43322.344119,True,36,2015,October
The Last Witch Hunter,Fantasy,False,90.0,146.93691,7.0,5.7,13.412445000000002,106.0,22,92,8659.571082999999,174.22562600000003,6154.292815,True,18,2015,October
Rock the Kasbah,Comedy,False,15.0,3.020664,4.0,5.2,10.394389,100.0,40,8,8181.840842000001,1229.627824,12.350575,True,13,2015,October
Jem and the Holograms,Drama,False,5.0,2.333684,4.0,5.4,5.3941120000000025,119.0,35,54,104.303851,780.426741,39794.441573,True,18,2015,October
Scouts Guide to the Zombie Apocalypse,Comedy,False,15.0,14.860766,4.0,6.2,20.683405,93.0,17,17,23.953167000000008,86.362372,43400.440672,True,32,2015,October
Spectre,Action,True,245.0,880.674609,3.0,6.3,24.926577,148.0,83,155,4924.90367,1832.8742,28906.628938,True,7,2015,October
Trumbo,Drama,False,15.0,8.235661,3.0,7.3,7.358726,124.0,21,18,2305.086484,1722.550236,0.0,True,6,2015,October
Lost in the Sun,Action,False,0.025,0.025,,5.8,3.985181,95.0,6,2,2135.768603,0.0,,True,12,2015,November
The Peanuts Movie,Animation,False,99.0,246.233113,2.0,6.5,12.338346,88.0,14,16,0.0,877.244782,3938.820202,True,15,2015,November
Spotlight,Drama,False,20.0,88.346473,5.0,7.8,14.63239,128.0,74,98,8151.980380999999,28.568709,39796.775257,True,9,2015,November
Victor Frankenstein,Drama,False,40.0,34.227298,4.0,5.6,9.447808,109.0,16,83,9687.716316,114.775437,26959.828295,True,18,2015,November
Prem Ratan Dhan Payo,Drama,False,23.4,67.0,2.0,5.6,2.864948,174.0,8,7,246.250144,26.90000000000001,0.0,False,17,2015,November
Love the Coopers,Comedy,False,17.0,42.426912,3.0,5.4,5.660648999999999,107.0,15,3,5773.503602000001,92.542418,4390.060477,True,14,2015,November
